order_item_id,order_id,product_id,quantity
3398,1138,300,2
3399,1139,492,5
3400,1139,345,2
3401,1140,104,3
3402,1140,198,3
3403,1140,140,4
3404,1141,103,1
3405,1141,12,4
3406,1141,304,4
3407,1141,407,5
3408,1142,282,3
3409,1142,28,5
3410,1142,478,3
3411,1143,473,4
3412,1144,430,4
3413,1144,484,3
3414,1144,155,1
3415,1144,160,3
3416,1145,49,2
3417,1145,249,2
3418,1145,340,1
3419,1145,296,1
3420,1146,270,2
3421,1146,258,3
3422,1147,337,3
3423,1147,65,3
3424,1147,467,3
3425,1147,275,1
3426,1147,137,4
3427,1148,431,2
3428,1148,331,5
3429,1148,418,5
3430,1149,447,1
3431,1149,279,2
3432,1150,496,3
3433,1150,298,1
3434,1150,351,1
3435,1150,141,1
3436,1151,2,3
3437,1152,272,4
3438,1152,463,4
3439,1152,296,5
3440,1152,478,1
3441,1153,481,4
3442,1153,491,3
3443,1154,193,2
3444,1154,156,1
3445,1154,155,4
3446,1154,69,5
3447,1154,499,4
3448,1155,311,4
3449,1155,408,5
3450,1155,87,4
3451,1155,356,5
3452,1155,257,4
3453,1156,120,3
3454,1156,431,5
3455,1156,151,4
3456,1156,257,2
3457,1156,446,3
3458,1157,65,2
3459,1157,66,1
3460,1157,413,3
3461,1157,457,2
3462,1158,18,5
3463,1158,185,3
3464,1158,353,5
3465,1158,235,1
3466,1159,235,1
3467,1159,164,1
3468,1159,272,1
3469,1160,383,3
3470,1161,158,1
3471,1161,236,2
3472,1161,185,3
3473,1162,252,5
3474,1162,121,5
3475,1162,245,3
3476,1163,420,1
3477,1163,20,2
3478,1163,361,2
3479,1163,30,5
3480,1163,76,4
3481,1164,227,5
3482,1165,440,5
3483,1165,197,2
3484,1165,366,2
3485,1165,35,2
3486,1165,246,3
3487,1166,307,1
3488,1167,369,4
3489,1167,422,2
3490,1167,185,2
3491,1168,483,2
3492,1168,75,2
3493,1169,206,1
3494,1169,453,1
3495,1170,462,4
3496,1170,184,5
3497,1170,147,5
3498,1170,74,5
3499,1171,86,5
3500,1171,31,5
3501,1172,70,3
3502,1173,107,5
3503,1173,160,2
3504,1174,332,4
3505,1174,388,1
3506,1174,425,5
3507,1174,20,3
3508,1174,369,3
3509,1175,357,4
3510,1175,361,5
3511,1175,248,3
3512,1175,74,4
3513,1176,12,2
3514,1176,69,5
3515,1177,286,4
3516,1177,150,1
3517,1177,246,3
3518,1178,242,5
3519,1178,120,1
3520,1178,106,5
3521,1178,331,2
3522,1179,125,4
3523,1180,58,5
3524,1181,424,4
3525,1181,81,3
3526,1182,466,2
3527,1183,224,5
3528,1184,328,4
3529,1184,443,3
3530,1184,378,2
3531,1185,44,1
3532,1185,276,3
3533,1185,272,4
3534,1186,427,3
3535,1186,346,1
3536,1186,391,3
3537,1186,460,1
3538,1187,50,4
3539,1187,262,3
3540,1188,312,1
3541,1188,287,5
3542,1188,72,3
3543,1189,187,1
3544,1190,210,5
3545,1190,389,4
3546,1190,496,1
3547,1190,126,5
3548,1191,14,1
3549,1191,281,2
3550,1191,180,1
3551,1191,155,2
3552,1191,471,2
3553,1192,114,3
3554,1192,190,5
3555,1192,166,5
3556,1193,101,2
3557,1193,306,1
3558,1193,230,3
3559,1194,9,3
3560,1194,2,2
3561,1194,326,1
3562,1194,214,5
3563,1195,437,3
3564,1195,73,5
3565,1196,415,4
3566,1196,127,4
3567,1196,317,1
3568,1196,418,4
3569,1197,22,4
3570,1198,480,1
3571,1199,361,2
3572,1200,115,2
3573,1201,109,2
3574,1201,342,2
3575,1202,364,2
3576,1202,157,4
3577,1202,115,3
3578,1203,107,3
3579,1203,420,4
3580,1203,221,1
3581,1204,200,3
3582,1204,244,1
3583,1205,42,4
3584,1205,435,2
3585,1206,85,4
3586,1206,129,2
3587,1206,161,2
3588,1206,299,2
3589,1206,465,5
3590,1207,74,5
3591,1207,143,3
3592,1207,354,2
3593,1207,485,5
3594,1208,371,1
3595,1208,378,5
3596,1208,359,5
3597,1208,369,4
3598,1209,408,4
3599,1210,98,3
3600,1210,298,1
3601,1210,444,3
3602,1210,41,1
3603,1210,3,4
3604,1211,322,1
3605,1212,424,3
3606,1212,40,2
3607,1212,212,3
3608,1212,388,5
3609,1212,422,5
3610,1213,375,3
3611,1213,339,2
3612,1213,33,2
3613,1214,366,5
3614,1215,286,3
3615,1215,117,2
3616,1216,78,5
3617,1216,334,3
3618,1216,141,1
3619,1217,164,2
3620,1218,493,4
3621,1218,8,3
3622,1218,28,5
3623,1218,373,4
3624,1218,416,1
3625,1219,229,5
3626,1219,337,5
3627,1219,234,2
3628,1220,138,5
3629,1220,207,4
3630,1221,310,5
3631,1221,442,5
3632,1221,88,4
3633,1222,394,5
3634,1222,271,5
3635,1223,211,4
3636,1223,261,4
3637,1223,6,5
3638,1223,53,5
3639,1223,95,2
3640,1224,18,3
3641,1225,229,2
3642,1225,207,3
3643,1225,144,5
3644,1226,158,5
3645,1226,73,2
3646,1226,380,5
3647,1227,460,5
3648,1228,80,3
3649,1228,173,1
3650,1229,193,5
3651,1229,203,1
3652,1230,332,4
3653,1230,275,2
3654,1230,94,5
3655,1230,432,4
3656,1231,58,4
3657,1231,123,5
3658,1232,286,4
3659,1233,10,4
3660,1233,87,2
3661,1233,67,1
3662,1233,301,4
3663,1234,433,2
3664,1234,25,3
3665,1234,60,1
3666,1235,341,2
3667,1235,6,3
3668,1235,384,1
3669,1236,214,5
3670,1236,3,4
3671,1236,341,1
3672,1236,345,2
3673,1237,245,2
3674,1237,246,5
3675,1237,432,4
3676,1237,320,3
3677,1238,135,4
3678,1239,140,2
3679,1240,339,5
3680,1241,411,4
3681,1241,207,5
3682,1241,370,4
3683,1241,153,2
3684,1242,358,3
3685,1242,304,2
3686,1242,352,1
3687,1243,408,2
3688,1244,199,3
3689,1244,310,1
3690,1245,125,3
3691,1245,337,2
3692,1245,166,1
3693,1246,242,3
3694,1246,415,1
3695,1246,475,5
3696,1246,7,5
3697,1246,331,2
3698,1247,34,4
3699,1247,387,2
3700,1248,466,2
3701,1248,318,2
3702,1248,444,2
3703,1249,5,5
3704,1249,362,3
3705,1249,400,1
3706,1250,151,2
3707,1250,294,3
3708,1250,102,1
3709,1250,272,4
3710,1251,451,2
3711,1251,125,3
3712,1252,262,3
3713,1252,256,3
3714,1253,72,5
3715,1254,486,2
3716,1255,70,4
3717,1255,78,4
3718,1256,442,2
3719,1257,491,1
3720,1257,93,4
3721,1257,408,3
3722,1257,64,5
3723,1257,289,1
3724,1258,133,5
3725,1258,481,3
3726,1258,110,3
3727,1258,464,1
3728,1259,315,5
3729,1259,298,4
3730,1260,360,5
3731,1260,121,1
3732,1260,438,3
3733,1260,58,5
3734,1261,411,1
3735,1261,435,5
3736,1262,201,3
3737,1262,300,4
3738,1262,15,2
3739,1262,403,3
3740,1263,255,4
3741,1264,491,1
3742,1264,384,5
3743,1265,173,4
3744,1265,455,4
3745,1265,319,3
3746,1265,121,2
3747,1265,441,2
3748,1266,305,3
3749,1266,343,1
3750,1266,356,5
3751,1267,469,2
3752,1267,336,2
3753,1267,463,2
3754,1268,348,2
3755,1268,322,2
3756,1268,379,3
3757,1269,202,5
3758,1270,396,2
3759,1270,149,5
3760,1270,443,5
3761,1270,156,1
3762,1270,125,2
3763,1271,462,1
3764,1271,137,2
3765,1271,256,4
3766,1272,3,3
3767,1272,424,3
3768,1272,403,5
3769,1272,202,3
3770,1272,194,4
3771,1273,406,4
3772,1273,281,5
3773,1273,354,5
3774,1273,470,2
3775,1274,384,3
3776,1274,485,1
3777,1274,257,2
3778,1274,183,4
3779,1275,379,1
3780,1276,271,2
3781,1277,29,2
3782,1277,203,4
3783,1277,487,1
3784,1277,494,3
3785,1278,158,3
3786,1278,183,1
3787,1278,210,3
3788,1279,321,3
3789,1279,46,2
3790,1279,429,2
3791,1280,215,1
3792,1280,39,5
3793,1280,498,3
3794,1280,157,1
3795,1280,162,2
3796,1281,88,5
3797,1281,80,1
3798,1281,410,3
3799,1281,182,1
3800,1281,396,1
3801,1282,500,1
3802,1283,296,1
3803,1284,18,3
3804,1284,340,2
3805,1284,155,5
3806,1285,215,3
3807,1286,259,1
3808,1286,353,5
3809,1286,369,1
3810,1287,325,4
3811,1288,466,3
3812,1288,170,1
3813,1289,252,3
3814,1289,401,3
3815,1289,74,3
3816,1289,205,3
3817,1289,98,4
3818,1290,430,3
3819,1290,283,4
3820,1290,82,4
3821,1291,70,5
3822,1291,354,3
3823,1291,369,3
3824,1291,432,5
3825,1291,162,4
3826,1292,77,3
3827,1292,25,1
3828,1293,352,1
3829,1294,12,3
3830,1294,72,5
3831,1294,220,4
3832,1294,266,4
3833,1295,450,1
3834,1295,254,5
3835,1295,222,2
3836,1295,380,1
3837,1296,297,4
3838,1296,419,4
3839,1297,226,3
3840,1297,229,3
3841,1298,340,5
3842,1298,399,3
3843,1298,227,2
3844,1299,349,5
3845,1300,436,4
3846,1300,197,4
3847,1301,47,4
3848,1302,415,2
3849,1302,184,3
3850,1303,70,2
3851,1303,311,5
3852,1304,86,1
3853,1304,442,5
3854,1304,453,4
3855,1304,295,5
3856,1305,453,4
3857,1305,338,3
3858,1306,396,2
3859,1306,128,4
3860,1306,321,3
3861,1306,233,1
3862,1306,325,2
3863,1307,400,3
3864,1308,380,4
3865,1308,195,1
3866,1308,74,2
3867,1308,442,5
3868,1308,12,5
3869,1309,244,5
3870,1309,342,3
3871,1309,239,3
3872,1310,228,5
3873,1311,466,5
3874,1311,177,2
3875,1311,127,3
3876,1312,53,2
3877,1313,451,3
3878,1313,209,4
3879,1314,332,5
3880,1314,419,3
3881,1315,193,5
3882,1316,234,1
3883,1316,353,4
3884,1316,80,3
3885,1316,369,4
3886,1317,3,3
3887,1317,365,1
3888,1317,175,2
3889,1318,162,4
3890,1318,7,1
3891,1318,64,3
3892,1318,460,3
3893,1319,383,4
3894,1319,23,5
3895,1319,143,4
3896,1319,436,1
3897,1320,119,2
3898,1320,246,5
3899,1321,363,4
3900,1321,122,5
3901,1321,186,3
3902,1321,251,4
3903,1322,78,3
3904,1322,320,2
3905,1322,212,5
3906,1323,336,3
3907,1323,303,4
3908,1323,32,1
3909,1323,318,4
3910,1323,161,4
3911,1324,451,4
3912,1324,374,5
3913,1324,50,4
3914,1325,145,5
3915,1325,353,5
3916,1325,143,4
3917,1325,270,1
3918,1326,434,4
3919,1326,53,1
3920,1326,337,1
3921,1327,7,3
3922,1327,131,5
3923,1327,146,2
3924,1327,486,3
3925,1327,105,1
3926,1328,25,4
3927,1329,18,4
3928,1329,405,4
3929,1329,474,1
3930,1329,370,2
3931,1330,389,2
3932,1330,489,1
3933,1330,188,1
3934,1331,326,3
3935,1331,97,2
3936,1331,144,4
3937,1331,45,3
3938,1332,380,2
3939,1332,44,5
3940,1333,126,2
3941,1334,312,3
3942,1335,405,5
3943,1335,481,1
3944,1336,387,5
3945,1337,277,4
3946,1338,395,3
3947,1338,97,1
3948,1338,233,2
3949,1339,10,4
3950,1339,13,4
3951,1339,476,3
3952,1339,83,3
3953,1340,198,3
3954,1340,38,2
3955,1340,422,1
3956,1340,268,4
3957,1340,292,2
3958,1341,275,5
3959,1341,274,2
3960,1341,234,1
3961,1342,385,2
3962,1342,288,3
3963,1343,399,4
3964,1343,385,3
3965,1344,77,3
3966,1344,80,2
3967,1344,12,5
3968,1345,434,2
3969,1345,269,1
3970,1345,32,2
3971,1346,53,1
3972,1346,177,4
3973,1346,239,1
3974,1347,174,2
3975,1347,366,2
3976,1347,153,5
3977,1347,210,1
3978,1347,235,3
3979,1348,55,1
3980,1348,280,4
3981,1348,188,1
3982,1349,107,5
3983,1350,430,3
3984,1350,335,1
3985,1351,224,3
3986,1351,127,4
3987,1351,185,4
3988,1352,275,5
3989,1352,142,3
3990,1352,356,3
3991,1353,210,5
3992,1353,92,2
3993,1353,1,3
3994,1353,218,5
3995,1354,479,1
3996,1354,249,2
3997,1354,109,1
3998,1354,234,5
3999,1355,201,3
4000,1355,408,2
4001,1355,62,2
4002,1355,245,4
4003,1356,369,4
4004,1356,470,2
4005,1356,43,2
4006,1357,186,3
4007,1357,62,5
4008,1357,150,5
4009,1358,12,2
4010,1358,64,5
4011,1358,278,5
4012,1359,8,1
4013,1359,314,1
4014,1359,48,2
4015,1359,6,4
4016,1359,477,2
4017,1360,349,1
4018,1360,21,5
4019,1360,7,5
4020,1360,342,1
4021,1360,473,4
4022,1361,291,3
4023,1361,487,5
4024,1362,127,5
4025,1362,157,1
4026,1362,1,4
4027,1362,442,1
4028,1362,109,4
4029,1363,428,5
4030,1363,446,4
4031,1363,434,2
4032,1363,34,5
4033,1364,25,1
4034,1364,98,3
4035,1364,134,5
4036,1364,161,5
4037,1365,341,2
4038,1365,23,3
4039,1366,465,5
4040,1366,205,3
4041,1366,344,2
4042,1367,324,3
4043,1367,390,2
4044,1367,462,2
4045,1367,389,3
4046,1367,242,4
4047,1368,304,1
4048,1368,373,3
4049,1368,262,2
4050,1368,114,1
4051,1369,165,2
4052,1369,105,2
4053,1369,261,2
4054,1370,47,1
4055,1370,111,1
4056,1371,112,5
4057,1371,282,2
4058,1371,397,2
4059,1371,197,4
4060,1371,457,4
4061,1372,127,4
4062,1372,176,1
4063,1373,306,3
4064,1374,211,3
4065,1374,51,4
4066,1375,199,4
4067,1375,71,5
4068,1375,301,5
4069,1376,127,3
4070,1376,183,2
4071,1377,474,5
4072,1378,150,4
4073,1378,448,5
4074,1378,158,1
4075,1379,264,3
4076,1379,270,4
4077,1379,103,2
4078,1380,251,4
4079,1380,51,5
4080,1380,417,5
4081,1381,55,4
4082,1382,45,4
4083,1382,30,5
4084,1382,493,4
4085,1382,280,3
4086,1383,21,1
4087,1383,203,1
4088,1383,186,2
4089,1384,190,3
4090,1384,207,1
4091,1385,391,4
4092,1385,18,1
4093,1385,242,3
4094,1386,42,1
4095,1386,364,3
4096,1387,126,1
4097,1387,170,2
4098,1387,381,4
4099,1388,260,2
4100,1389,457,5
4101,1389,467,4
4102,1389,427,5
4103,1390,77,1
4104,1390,404,5
4105,1390,79,1
4106,1390,313,4
4107,1390,53,4
4108,1391,445,3
4109,1391,191,5
4110,1391,456,5
4111,1391,344,1
4112,1391,260,5
4113,1392,264,2
4114,1392,302,1
4115,1393,223,4
4116,1393,428,1
4117,1393,301,2
4118,1393,432,5
4119,1394,134,5
4120,1394,252,4
4121,1395,210,4
4122,1395,141,1
4123,1396,61,1
4124,1396,170,1
4125,1396,334,5
4126,1396,332,4
4127,1397,173,1
4128,1398,168,5
4129,1398,18,1
4130,1399,274,1
4131,1399,398,3
4132,1399,208,1
4133,1399,36,4
4134,1400,232,4
4135,1400,11,1
4136,1400,119,1
4137,1400,155,5
4138,1401,203,4
4139,1401,98,3
4140,1402,405,2
4141,1402,145,3
4142,1402,193,1
4143,1402,78,4
4144,1403,235,1
4145,1403,223,5
4146,1403,86,5
4147,1404,378,2
4148,1404,125,3
4149,1404,483,5
4150,1404,379,2
4151,1404,279,1
4152,1405,202,5
4153,1406,290,4
4154,1406,227,1
4155,1406,32,5
4156,1407,66,1
4157,1407,186,4
4158,1407,248,1
4159,1407,168,3
4160,1407,62,3
4161,1408,448,2
4162,1409,92,4
4163,1409,275,3
4164,1409,417,4
4165,1410,104,1
4166,1410,464,1
4167,1410,356,1
4168,1410,58,4
4169,1411,198,2
4170,1411,2,4
4171,1411,473,5
4172,1411,434,1
4173,1412,213,3
4174,1412,39,3
4175,1413,485,5
4176,1414,469,5
4177,1414,464,1
4178,1414,337,1
4179,1414,188,2
4180,1414,206,5
4181,1415,153,1
4182,1415,287,1
4183,1416,125,2
4184,1417,328,5
4185,1417,175,2
4186,1417,108,1
4187,1418,159,1
4188,1418,370,4
4189,1418,67,3
4190,1418,74,5
4191,1419,50,4
4192,1419,44,5
4193,1419,185,1
4194,1419,377,2
4195,1419,379,4
4196,1420,341,3
4197,1420,268,2
4198,1420,335,4
4199,1420,307,5
4200,1421,277,4
4201,1421,31,2
4202,1422,462,3
4203,1422,196,5
4204,1422,343,1
4205,1422,280,4
4206,1422,69,2
4207,1423,253,3
4208,1423,54,5
4209,1423,112,2
4210,1423,35,3
4211,1423,48,1
4212,1424,150,2
4213,1424,410,1
4214,1424,109,1
4215,1424,143,2
4216,1424,341,1
4217,1425,442,5
4218,1425,497,2
4219,1425,375,5
4220,1425,94,1
4221,1425,276,3
4222,1426,160,4
4223,1426,451,1
4224,1426,425,3
4225,1427,468,2
4226,1427,128,1
4227,1427,108,2
4228,1428,302,3
4229,1428,360,2
4230,1428,184,2
4231,1429,150,5
4232,1429,363,2
4233,1429,111,2
4234,1430,239,5
4235,1431,419,1
4236,1432,371,5
4237,1432,457,5
4238,1432,16,5
4239,1433,364,5
4240,1433,139,1
4241,1433,375,4
4242,1433,377,4
4243,1433,27,2
4244,1434,478,2
4245,1434,392,4
4246,1435,126,1
4247,1435,191,4
4248,1435,52,2
4249,1435,378,5
4250,1435,483,3
4251,1436,163,2
4252,1437,322,4
4253,1437,109,4
4254,1437,186,5
4255,1438,37,1
4256,1438,177,5
4257,1438,148,3
4258,1439,49,3
4259,1439,228,4
4260,1439,142,2
4261,1439,189,4
4262,1440,391,1
4263,1440,20,3
4264,1440,62,1
4265,1440,267,2
4266,1440,249,1
4267,1441,203,2
4268,1442,19,1
4269,1442,304,2
4270,1442,215,5
4271,1443,85,2
4272,1443,194,4
4273,1443,411,1
4274,1443,77,5
4275,1443,351,1
4276,1444,225,4
4277,1444,304,4
4278,1444,239,3
4279,1445,104,5
4280,1445,240,5
4281,1446,19,5
4282,1446,232,1
4283,1446,469,3
4284,1447,192,1
4285,1447,179,2
4286,1447,81,2
4287,1447,101,3
4288,1448,54,2
4289,1449,86,1
4290,1449,292,1
4291,1450,386,1
4292,1451,414,5
4293,1451,137,2
4294,1452,55,3
4295,1452,323,5
4296,1452,493,2
4297,1453,43,2
4298,1453,444,1
4299,1454,39,5
4300,1454,53,5
4301,1454,23,1
4302,1455,278,4
4303,1455,290,4
4304,1455,176,3
4305,1455,475,5
4306,1455,26,2
4307,1456,203,3
4308,1456,427,1
4309,1456,49,1
4310,1457,371,2
4311,1457,51,5
4312,1457,155,4
4313,1457,346,1
4314,1457,180,4
4315,1458,304,3
4316,1458,80,3
4317,1458,414,4
4318,1458,45,1
4319,1458,248,4
4320,1459,308,3
4321,1459,343,2
4322,1459,373,2
4323,1460,311,3
4324,1460,478,5
4325,1460,317,5
4326,1461,227,1
4327,1461,205,4
4328,1461,456,1
4329,1461,118,1
4330,1461,292,4
4331,1462,292,4
4332,1462,148,3
4333,1462,43,5
4334,1462,355,4
4335,1463,384,1
4336,1464,65,3
4337,1464,475,1
4338,1464,318,4
4339,1465,388,3
4340,1465,442,3
4341,1466,325,4
4342,1467,270,1
4343,1467,323,3
4344,1467,171,3
4345,1467,114,3
4346,1468,239,3
4347,1468,399,5
4348,1468,453,5
4349,1468,456,1
4350,1469,482,2
4351,1469,322,3
4352,1469,424,2
4353,1469,207,2
4354,1469,125,3
4355,1470,492,5
4356,1471,46,2
4357,1471,446,4
4358,1471,59,3
4359,1472,473,2
4360,1472,334,4
4361,1472,365,5
4362,1472,52,5
4363,1472,197,3
4364,1473,468,1
4365,1473,478,3
4366,1474,341,5
4367,1474,212,5
4368,1474,4,5
4369,1474,171,2
4370,1475,450,1
4371,1475,330,5
4372,1476,394,4
4373,1476,140,2
4374,1476,206,5
4375,1476,192,2
4376,1477,210,2
4377,1477,307,5
4378,1477,24,4
4379,1478,47,4
4380,1478,414,4
4381,1478,358,5
4382,1478,319,1
4383,1479,260,1
4384,1479,289,1
4385,1480,332,5
4386,1480,21,4
4387,1481,17,5
4388,1481,90,5
4389,1481,488,5
4390,1482,429,3
4391,1482,215,1
4392,1483,378,2
4393,1484,313,1
4394,1485,162,5
4395,1485,234,2
4396,1485,285,3
4397,1485,463,5
4398,1485,440,3
4399,1486,95,5
4400,1486,10,4
4401,1487,65,4
4402,1487,413,4
4403,1487,28,3
4404,1488,499,4
4405,1488,200,2
4406,1488,25,4
4407,1488,93,5
4408,1488,182,1
4409,1489,426,4
4410,1490,28,4
4411,1490,351,2
4412,1490,312,2
4413,1490,225,5
4414,1490,77,3
4415,1491,432,4
4416,1491,397,5
4417,1491,253,4
4418,1492,285,1
4419,1492,477,5
4420,1492,131,3
4421,1493,385,2
4422,1493,421,5
4423,1494,45,2
4424,1494,497,4
4425,1494,308,2
4426,1494,271,4
4427,1495,194,3
4428,1496,223,5
4429,1496,261,5
4430,1496,82,4
4431,1496,394,4
4432,1497,268,3
4433,1497,92,1
4434,1498,237,5
4435,1498,257,1
4436,1498,374,3
4437,1498,419,2
4438,1498,207,5
4439,1499,251,3
4440,1499,262,5
4441,1499,350,5
4442,1499,306,4
4443,1499,83,4
4444,1500,356,1
4445,1500,152,5
4446,1501,148,3
4447,1501,476,4
4448,1501,64,1
4449,1502,224,4
4450,1502,88,4
4451,1502,207,2
4452,1502,292,5
4453,1503,71,3
4454,1503,185,3
4455,1503,249,3
4456,1503,220,1
4457,1503,406,3
4458,1504,468,5
4459,1504,185,2
4460,1504,311,1
4461,1504,301,3
4462,1505,30,5
4463,1505,305,3
4464,1506,82,5
4465,1506,53,5
4466,1507,55,3
4467,1507,447,2
4468,1508,168,5
4469,1509,393,5
4470,1509,408,2
4471,1509,189,2
4472,1509,135,5
4473,1510,23,1
4474,1510,218,4
4475,1510,256,3
4476,1510,56,2
4477,1510,310,3
4478,1511,263,4
4479,1512,239,4
4480,1512,382,4
4481,1512,169,1
4482,1512,342,4
4483,1512,211,3
4484,1513,154,1
4485,1513,439,5
4486,1514,359,1
4487,1514,180,2
4488,1514,265,5
4489,1514,193,2
4490,1515,475,5
4491,1515,241,3
4492,1515,134,1
4493,1516,153,3
4494,1517,277,3
4495,1518,5,4
4496,1519,100,1
4497,1520,484,5
4498,1520,399,5
4499,1520,336,3
4500,1520,365,2
4501,1521,120,4
4502,1521,431,1
4503,1521,142,3
4504,1521,270,4
4505,1522,280,4
4506,1522,262,5
4507,1522,493,2
4508,1523,421,3
4509,1523,16,5
4510,1523,461,4
4511,1524,474,3
4512,1524,378,1
4513,1524,128,2
4514,1524,278,4
4515,1524,364,1
4516,1525,268,2
4517,1525,241,1
4518,1525,15,1
4519,1525,118,3
4520,1526,58,5
4521,1527,467,1
4522,1527,199,4
4523,1528,399,4
4524,1529,86,4
4525,1529,476,5
4526,1529,365,4
4527,1529,373,4
4528,1529,42,3
4529,1530,256,3
4530,1530,11,4
4531,1530,397,3
4532,1530,484,2
4533,1531,177,1
4534,1532,273,1
4535,1533,491,1
4536,1534,271,2
4537,1535,482,2
4538,1535,3,1
4539,1535,353,1
4540,1535,205,1
4541,1536,309,5
4542,1536,5,5
4543,1536,406,4
4544,1536,197,1
4545,1536,427,5
4546,1537,299,1
4547,1538,84,4
4548,1538,126,4
4549,1538,77,2
4550,1539,179,3
4551,1539,206,1
4552,1539,159,3
4553,1540,361,4
4554,1541,349,3
4555,1541,151,5
4556,1541,412,2
4557,1541,76,2
4558,1541,330,1
4559,1542,33,2
4560,1542,491,5
4561,1543,402,4
4562,1543,67,4
4563,1543,14,3
4564,1544,176,2
4565,1544,291,2
4566,1545,216,5
4567,1545,476,2
4568,1545,63,4
4569,1546,64,3
4570,1547,431,3
4571,1547,416,1
4572,1547,246,4
4573,1547,157,4
4574,1548,60,3
4575,1548,147,5
4576,1549,157,3
4577,1549,348,4
4578,1549,336,1
4579,1549,265,4
4580,1549,421,5
4581,1550,216,1
4582,1550,494,4
4583,1551,193,4
4584,1551,284,5
4585,1551,88,1
4586,1552,343,3
4587,1552,60,3
4588,1552,482,1
4589,1553,326,3
4590,1554,448,1
4591,1554,234,3
4592,1554,8,1
4593,1555,249,2
4594,1556,235,5
4595,1556,172,1
4596,1557,327,2
4597,1558,321,1
4598,1558,216,5
4599,1558,359,5
4600,1558,40,2
4601,1558,118,5
4602,1559,169,1
4603,1559,230,4
4604,1559,19,1
4605,1560,219,1
4606,1561,318,5
4607,1561,382,3
4608,1561,366,2
4609,1561,371,3
4610,1561,190,2
4611,1562,385,3
4612,1562,71,2
4613,1562,447,4
4614,1563,314,3
4615,1564,15,4
4616,1564,427,3
4617,1565,425,3
4618,1565,300,3
4619,1565,301,1
4620,1565,462,5
4621,1565,166,1
4622,1566,298,5
4623,1566,163,2
4624,1566,287,1
4625,1566,311,3
4626,1566,80,3
4627,1567,396,2
4628,1567,330,1
4629,1567,353,5
4630,1567,372,2
4631,1567,219,5
4632,1568,245,3
4633,1568,71,1
4634,1568,337,5
4635,1568,421,5
4636,1569,100,5
4637,1569,288,3
4638,1570,155,5
4639,1570,419,1
4640,1571,92,4
4641,1572,306,4
4642,1572,280,3
4643,1573,113,5
4644,1573,189,4
4645,1573,151,1
4646,1573,133,4
4647,1573,304,3
4648,1574,149,5
4649,1574,186,5
4650,1574,98,2
4651,1575,124,3
4652,1575,332,1
4653,1576,62,5
4654,1576,229,3
4655,1576,18,4
4656,1576,397,3
4657,1576,258,2
4658,1577,74,5
4659,1577,220,2
4660,1577,255,4
4661,1577,271,3
4662,1577,77,5
4663,1578,477,1
4664,1578,232,4
4665,1578,193,5
4666,1578,269,5
4667,1578,450,1
4668,1579,429,3
4669,1580,355,2
4670,1581,158,4
4671,1582,417,2
4672,1582,81,2
4673,1582,298,5
4674,1582,426,4
4675,1582,320,2
4676,1583,184,2
4677,1583,259,2
4678,1583,249,4
4679,1584,335,2
4680,1584,193,5
4681,1585,384,3
4682,1585,363,5
4683,1585,258,5
4684,1586,55,3
4685,1587,250,4
4686,1587,185,2
4687,1587,271,5
4688,1588,481,3
4689,1588,280,1
4690,1588,270,4
4691,1588,16,3
4692,1589,50,2
4693,1589,64,3
4694,1589,171,4
4695,1590,498,5
4696,1591,383,1
4697,1591,44,1
4698,1591,415,1
4699,1591,473,2
4700,1592,461,1
4701,1593,175,2
4702,1593,338,4
4703,1594,498,2
4704,1594,51,5
4705,1594,238,4
4706,1595,66,5
4707,1595,144,3
4708,1596,253,2
4709,1596,450,4
4710,1596,399,1
4711,1596,358,1
4712,1596,259,2
4713,1597,259,3
4714,1597,156,3
4715,1597,369,5
4716,1597,330,2
4717,1597,359,5
4718,1598,152,4
4719,1599,239,2
4720,1600,16,1
4721,1600,43,2
4722,1600,285,5
4723,1600,292,5
4724,1601,400,2
4725,1601,65,5
4726,1601,59,2
4727,1601,249,4
4728,1602,223,5
4729,1603,217,3
4730,1603,435,3
4731,1603,276,5
4732,1603,259,4
4733,1604,148,2
4734,1604,313,2
4735,1604,125,2
4736,1604,45,2
4737,1604,232,1
4738,1605,436,5
4739,1605,90,1
4740,1605,143,4
4741,1605,363,2
4742,1606,146,5
4743,1606,112,3
4744,1606,172,4
4745,1606,429,5
4746,1607,439,2
4747,1607,408,5
4748,1608,381,2
4749,1608,470,3
4750,1608,499,2
4751,1608,136,1
4752,1609,9,1
4753,1609,84,5
4754,1609,147,1
4755,1610,22,2
4756,1610,287,3
4757,1610,323,3
4758,1611,101,4
4759,1612,191,5
4760,1612,7,2
4761,1613,467,3
4762,1613,399,2
4763,1613,291,4
4764,1613,89,1
4765,1614,191,3
4766,1614,43,1
4767,1614,188,5
4768,1614,435,5
4769,1615,454,2
4770,1615,364,5
4771,1616,17,2
4772,1616,29,4
4773,1616,74,1
4774,1616,35,2
4775,1617,297,2
4776,1617,291,2
4777,1617,402,5
4778,1617,88,5
4779,1617,107,4
4780,1618,497,3
4781,1618,347,3
4782,1618,330,1
4783,1619,75,4
4784,1619,240,1
4785,1620,417,1
4786,1620,274,4
4787,1620,215,4
4788,1620,220,3
4789,1621,333,1
4790,1621,343,4
4791,1621,66,1
4792,1622,251,3
4793,1622,53,5
4794,1622,119,5
4795,1622,481,2
